"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"672","June 2026","Reliability of United States June Projections","Domestic Use","smallest","Sorghum","United States","","","Annual",".00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","above_final","Sorghum","United States","","","Annual","27.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","average","Sorghum","United States","","","Annual","41.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","below_final","Sorghum","United States","","","Annual","17.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","confidence_interval","Sorghum","United States","","","Annual","107.20","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","largest","Sorghum","United States","","","Annual","191.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","root_mean_square_error","Sorghum","United States","","","Annual","63.60","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Ending Stocks","smallest","Sorghum","United States","","","Annual",".00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","above_final","Sorghum","United States","","","Annual","24.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","average","Sorghum","United States","","","Annual","54.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","below_final","Sorghum","United States","","","Annual","20.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","confidence_interval","Sorghum","United States","","","Annual","94.30","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","largest","Sorghum","United States","","","Annual","195.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","root_mean_square_error","Sorghum","United States","","","Annual","56.00","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Exports","smallest","Sorghum","United States","","","Annual",".00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","above_final","Sorghum","United States","","","Annual","22.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","average","Sorghum","United States","","","Annual","82.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","below_final","Sorghum","United States","","","Annual","22.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","confidence_interval","Sorghum","United States","","","Annual","40.90","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","largest","Sorghum","United States","","","Annual","228.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","root_mean_square_error","Sorghum","United States","","","Annual","24.30","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","smallest","Sorghum","United States","","","Annual",".00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","above_final","Turkey","United States","","","Annual","20.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","average","Turkey","United States","","","Annual","183.00","Million Pounds","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","below_final","Turkey","United States","","","Annual","12.00","Years","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","confidence_interval","Turkey","United States","","","Annual","7.50","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","largest","Turkey","United States","","","Annual","478.00","Million Pounds","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","root_mean_square_error","Turkey","United States","","","Annual","4.40","Percent","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","Reliability of United States June Projections","Production","smallest","Turkey","United States","","","Annual","2.00","Million Pounds","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Avg. Farm Price","","Cotton","United States","2024/25","","Annual","63.20","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Beginning Stocks","","Cotton","United States","2024/25","","Annual","3.15","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Domestic Use","","Cotton","United States","2024/25","","Annual","1.70","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Ending Stocks","","Cotton","United States","2024/25","","Annual","4.00","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Exports, Total","","Cotton","United States","2024/25","","Annual","11.90","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Harvested","","Cotton","United States","2024/25","","Annual","7.76","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Imports","","Cotton","United States","2024/25","","Annual",".00","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Planted","","Cotton","United States","2024/25","","Annual","11.18","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Production","","Cotton","United States","2024/25","","Annual","14.41","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Supply, Total","","Cotton","United States","2024/25","","Annual","17.56","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Unaccounted","","Cotton","United States","2024/25","","Annual","-.04","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Use, Total","","Cotton","United States","2024/25","","Annual","13.60","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Yield per Harvested Acre","","Cotton","United States","2024/25","","Annual","892.00","Pounds","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Avg. Farm Price","","Cotton","United States","2025/26","Est.","Annual","63.00","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Beginning Stocks","","Cotton","United States","2025/26","Est.","Annual","4.00","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Domestic Use","","Cotton","United States","2025/26","Est.","Annual","1.55","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Ending Stocks","","Cotton","United States","2025/26","Est.","Annual","4.20","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Exports, Total","","Cotton","United States","2025/26","Est.","Annual","12.20","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Harvested","","Cotton","United States","2025/26","Est.","Annual","7.83","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Imports","","Cotton","United States","2025/26","Est.","Annual",".01","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Planted","","Cotton","United States","2025/26","Est.","Annual","9.28","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Production","","Cotton","United States","2025/26","Est.","Annual","13.90","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Supply, Total","","Cotton","United States","2025/26","Est.","Annual","17.90","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Unaccounted","","Cotton","United States","2025/26","Est.","Annual","-.05","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Use, Total","","Cotton","United States","2025/26","Est.","Annual","13.75","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Yield per Harvested Acre","","Cotton","United States","2025/26","Est.","Annual","852.00","Pounds","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Avg. Farm Price","","Cotton","United States","2026/27","Proj.","Annual","73.00","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Beginning Stocks","","Cotton","United States","2026/27","Proj.","Annual","4.20","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Domestic Use","","Cotton","United States","2026/27","Proj.","Annual","1.60","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Ending Stocks","","Cotton","United States","2026/27","Proj.","Annual","3.70","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Exports, Total","","Cotton","United States","2026/27","Proj.","Annual","12.30","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Harvested","","Cotton","United States","2026/27","Proj.","Annual","7.38","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Imports","","Cotton","United States","2026/27","Proj.","Annual",".01","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Planted","","Cotton","United States","2026/27","Proj.","Annual","9.64","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Production","","Cotton","United States","2026/27","Proj.","Annual","13.30","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Supply, Total","","Cotton","United States","2026/27","Proj.","Annual","17.51","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Unaccounted","","Cotton","United States","2026/27","Proj.","Annual","-.10","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Use, Total","","Cotton","United States","2026/27","Proj.","Annual","13.90","Million 480 Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Cotton Supply and Use","Yield per Harvested Acre","","Cotton","United States","2026/27","Proj.","Annual","866.00","Pounds","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Butter","United States","2024","","Annual","2.88","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Cheese","United States","2024","","Annual","1.86","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Dry Whey","United States","2024","","Annual",".49","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk","United States","2024","","Annual","22.55","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class III","United States","2024","","Annual","18.89","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class IV","United States","2024","","Annual","20.75","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Nonfat Dry Milk","United States","2024","","Annual","1.24","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Butter","United States","2025","","Annual","2.22","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Cheese","United States","2025","","Annual","1.78","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Dry Whey","United States","2025","","Annual",".59","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk","United States","2025","","Annual","21.18","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class III","United States","2025","","Annual","18.01","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class IV","United States","2025","","Annual","17.38","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Nonfat Dry Milk","United States","2025","","Annual","1.23","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Butter","United States","2026","Proj.","Annual","1.74","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Cheese","United States","2026","Proj.","Annual","1.61","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Dry Whey","United States","2026","Proj.","Annual",".66","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk","United States","2026","Proj.","Annual","20.70","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class III","United States","2026","Proj.","Annual","16.60","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class IV","United States","2026","Proj.","Annual","19.35","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Nonfat Dry Milk","United States","2026","Proj.","Annual","1.70","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Butter","United States","2027","Proj.","Annual","1.82","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Cheese","United States","2027","Proj.","Annual","1.71","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Dry Whey","United States","2027","Proj.","Annual",".65","Dollars Per Pound","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk","United States","2027","Proj.","Annual","20.90","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class III","United States","2027","Proj.","Annual","17.55","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Milk, Class IV","United States","2027","Proj.","Annual","18.60","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Dairy Prices","Prices","","Nonfat Dry Milk","United States","2027","Proj.","Annual","1.57","Dollars Per Cwt","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Beginning Stocks","","Eggs","United States","2024","","Annual","23.10","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Disappearance Total","","Eggs","United States","2024","","Annual","7730.30","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Ending Stocks","","Eggs","United States","2024","","Annual","14.20","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Exports","","Eggs","United States","2024","","Annual","236.70","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Hatching Use","","Eggs","United States","2024","","Annual","1148.20","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Imports","","Eggs","United States","2024","","Annual","30.10","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Per Capita","","Eggs","United States","2024","","Annual","272.80","number","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Production","","Eggs","United States","2024","","Annual","9076.20","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Total Supply","","Eggs","United States","2024","","Annual","9129.40","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Beginning Stocks","","Eggs","United States","2025","","Annual","14.20","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Disappearance Total","","Eggs","United States","2025","","Annual","7412.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Ending Stocks","","Eggs","United States","2025","","Annual","17.10","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Exports","","Eggs","United States","2025","","Annual","203.30","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Hatching Use","","Eggs","United States","2025","","Annual","1267.80","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Imports","","Eggs","United States","2025","","Annual","121.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Per Capita","","Eggs","United States","2025","","Annual","260.10","number","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Production","","Eggs","United States","2025","","Annual","8765.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Total Supply","","Eggs","United States","2025","","Annual","8900.20","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Beginning Stocks","","Eggs","United States","2026","Proj.","Annual","17.10","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Disappearance Total","","Eggs","United States","2026","Proj.","Annual","7717.40","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Ending Stocks","","Eggs","United States","2026","Proj.","Annual","22.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Exports","","Eggs","United States","2026","Proj.","Annual","241.60","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Hatching Use","","Eggs","United States","2026","Proj.","Annual","1167.60","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Imports","","Eggs","United States","2026","Proj.","Annual","14.60","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Per Capita","","Eggs","United States","2026","Proj.","Annual","270.10","number","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Production","","Eggs","United States","2026","Proj.","Annual","9116.80","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Total Supply","","Eggs","United States","2026","Proj.","Annual","9148.60","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Beginning Stocks","","Eggs","United States","2027","Proj.","Annual","22.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Disappearance Total","","Eggs","United States","2027","Proj.","Annual","7852.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Ending Stocks","","Eggs","United States","2027","Proj.","Annual","22.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Exports","","Eggs","United States","2027","Proj.","Annual","300.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Hatching Use","","Eggs","United States","2027","Proj.","Annual","1180.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Imports","","Eggs","United States","2027","Proj.","Annual","12.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Per Capita","","Eggs","United States","2027","Proj.","Annual","274.20","number","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Production","","Eggs","United States","2027","Proj.","Annual","9320.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Egg Supply and Use","Total Supply","","Eggs","United States","2027","Proj.","Annual","9354.00","Million Dozen","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Area Harvested","","Corn","United States","2024/25","","Annual","83.00","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Area Planted","","Corn","United States","2024/25","","Annual","90.90","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Avg. Farm Price","","Corn","United States","2024/25","","Annual","4.24","$/bu","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Beginning Stocks","","Corn","United States","2024/25","","Annual","1763.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Domestic, Total","","Corn","United States","2024/25","","Annual","12267.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Ending Stocks","","Corn","United States","2024/25","","Annual","1551.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Ethanol & by-products","","Corn","United States","2024/25","","Annual","5436.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Exports","","Corn","United States","2024/25","","Annual","2858.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Feed and Residual","","Corn","United States","2024/25","","Annual","5454.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Food, Seed & Industrial","","Corn","United States","2024/25","","Annual","6814.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Imports","","Corn","United States","2024/25","","Annual","22.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Production","","Corn","United States","2024/25","","Annual","14892.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Supply, Total","","Corn","United States","2024/25","","Annual","16677.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Use, Total","","Corn","United States","2024/25","","Annual","15126.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Yield per Harvested Acre","","Corn","United States","2024/25","","Annual","179.30","Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Area Harvested","","Feed Grains","United States","2024/25","","Annual","91.40","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Area Planted","","Feed Grains","United States","2024/25","","Annual","101.80","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Beginning Stocks","","Feed Grains","United States","2024/25","","Annual","47.90","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Domestic, Total","","Feed Grains","United States","2024/25","","Annual","323.30","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Ending Stocks","","Feed Grains","United States","2024/25","","Annual","42.30","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Exports","","Feed Grains","United States","2024/25","","Annual","75.30","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Feed and Residual","","Feed Grains","United States","2024/25","","Annual","144.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Food, Seed & Industrial","","Feed Grains","United States","2024/25","","Annual","179.30","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Imports","","Feed Grains","United States","2024/25","","Annual","2.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Production","","Feed Grains","United States","2024/25","","Annual","391.10","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Supply, Total","","Feed Grains","United States","2024/25","","Annual","441.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Use, Total","","Feed Grains","United States","2024/25","","Annual","398.60","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Yield per Harvested Acre","","Feed Grains","United States","2024/25","","Annual","4.28","Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Area Harvested","","Corn","United States","2025/26","Est.","Annual","91.30","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Area Planted","","Corn","United States","2025/26","Est.","Annual","98.80","Million Acres","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Avg. Farm Price","","Corn","United States","2025/26","Est.","Annual","4.15","$/bu","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Beginning Stocks","","Corn","United States","2025/26","Est.","Annual","1551.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","U.S. Feed Grain and Corn Supply and Use","Domestic, Total","","Corn","United States","2025/26","Est.","Annual","13130.00","Million Bushels","2026-06-11","12:00:00.0000000","2026","6"
